"feature","score","direction","type","gene","overall.rank","type.rank","direction.rank"
"cn.TCFL5",0.000592028921619222,"less","cn","TCFL5",5683,1785,2882
"ge.TAL1",0.000592072300707989,"greater","ge","TAL1",5684,4305,3208
"cn.CXCL6",0.000592593330789137,"greater","cn","CXCL6",5685,1786,3209
"ge.TCHP",0.000592811922899794,"greater","ge","TCHP",5686,4306,3210
"ge.PIK3R6",0.000592956832900424,"greater","ge","PIK3R6",5687,4307,3211
"ge.TMEM53",0.000593970758467403,"less","ge","TMEM53",5688,4308,2883
"cn.C21ORF91",0.000594180623808749,"greater","cn","C21ORF91",5689,1787,3212
"ge.MTERF4",0.000595009852234038,"greater","ge","MTERF4",5690,4309,3213
"ge.HEPACAM2",0.000595287942288428,"greater","ge","HEPACAM2",5691,4310,3214
"cn.TANGO6",0.000596774134494111,"less","cn","TANGO6",5692,1788,2884
"cn.MAPK9",0.0005972033547651,"less","cn","MAPK9",5693,1789,2885
"cn.HSPA9",0.000597205324127227,"less","cn","HSPA9",5694,1790,2886
"ge.LPCAT2",0.000597729260200438,"less","ge","LPCAT2",5695,4311,2887
"ge.SS18L2",0.000598568827548162,"greater","ge","SS18L2",5696,4312,3215
"ge.CDK8",0.000598728664908959,"greater","ge","CDK8",5697,4313,3216
"ge.THUMPD1",0.000599544305713933,"greater","ge","THUMPD1",5698,4314,3217
"ge.ZNF582",0.000600500754196119,"greater","ge","ZNF582",5699,4315,3218
"cn.ESCO1",0.000601348226024054,"greater","cn","ESCO1",5700,1791,3219
"ge.GRIP1",0.000601455707623874,"greater","ge","GRIP1",5701,4316,3220
"cn.GOT2",0.00060402760869155,"less","cn","GOT2",5702,1792,2888
"ge.FNDC5",0.000604579580814812,"greater","ge","FNDC5",5703,4317,3221
"cn.SNTB2",0.000605142776900059,"less","cn","SNTB2",5704,1793,2889
"ge.IFT22",0.000605896827492653,"less","ge","IFT22",5705,4318,2890
"ge.TATDN2",0.000606584374586605,"greater","ge","TATDN2",5706,4319,3222
"cn.GRK6",0.000606607702639889,"less","cn","GRK6",5707,1794,2891
"ge.NCOA2",0.00060736888742207,"greater","ge","NCOA2",5708,4320,3223
"ge.CRY2",0.000607552398361682,"greater","ge","CRY2",5709,4321,3224
"ge.SLC7A14",0.000608397393891524,"greater","ge","SLC7A14",5710,4322,3225
"cn.MUM1",0.00060843462968306,"greater","cn","MUM1",5711,1795,3226
"cn.DNAH5",0.000608772415074555,"less","cn","DNAH5",5712,1796,2892
"ge.TMEM139",0.00060893963193362,"less","ge","TMEM139",5713,4323,2893
"cn.UBQLN1",0.000609255603486918,"less","cn","UBQLN1",5714,1797,2894
"cn.C5ORF49",0.00060937650918181,"less","cn","C5ORF49",5715,1798,2895
"ge.PIM1",0.00061070727118868,"greater","ge","PIM1",5716,4324,3227
"ge.GTSE1",0.000611512040737067,"greater","ge","GTSE1",5717,4325,3228
"cn.PTPN1",0.00061179633294922,"less","cn","PTPN1",5718,1799,2896
"cn.PFDN1",0.000612348053368287,"less","cn","PFDN1",5719,1800,2897
"cn.ARFRP1",0.000612422374163679,"less","cn","ARFRP1",5720,1801,2898
"ge.HIST1H1E",0.000613594377819637,"greater","ge","HIST1H1E",5721,4326,3229
"ge.SNRNP48",0.000614432972527414,"greater","ge","SNRNP48",5722,4327,3230
"ge.C11ORF95",0.000614698089286681,"greater","ge","C11ORF95",5723,4328,3231
"cn.EGR1",0.000614989960454545,"less","cn","EGR1",5724,1802,2899
"cn.GID8",0.000615904010320954,"less","cn","GID8",5725,1803,2900
"ge.SIGLEC17P",0.000616544956081413,"greater","ge","SIGLEC17P",5726,4329,3232
"ge.MGLL",0.000616812699858235,"less","ge","MGLL",5727,4330,2901
"cn.CIRBP.AS1",0.000618040232725196,"greater","cn","CIRBP.AS1",5728,1804,3233
"ge.HSD17B8",0.000618169552367327,"greater","ge","HSD17B8",5729,4331,3234
"cn.ANKRD17",0.000618559217667225,"greater","cn","ANKRD17",5730,1805,3235
"ge.THOC6",0.00061939679808356,"greater","ge","THOC6",5731,4332,3236
"ge.C14ORF142",0.000619631360792786,"greater","ge","C14ORF142",5732,4333,3237
"ge.UBE2T",0.00062141159224512,"greater","ge","UBE2T",5733,4334,3238
"ge.CNOT4",0.000622066999566931,"greater","ge","CNOT4",5734,4335,3239
"ge.CCDC66",0.000623382814710635,"greater","ge","CCDC66",5735,4336,3240
"ge.INIP",0.000623730558785095,"greater","ge","INIP",5736,4337,3241
"ge.PNLIPRP3",0.000623783840017701,"less","ge","PNLIPRP3",5737,4338,2902
"cn.BPIFB4",0.000624729851671365,"less","cn","BPIFB4",5738,1806,2903
"cn.SPRY4",0.000625362310838661,"less","cn","SPRY4",5739,1807,2904
"cn.MCM3AP.AS1",0.000626610945930154,"greater","cn","MCM3AP.AS1",5740,1808,3242
"ge.GTF3C5",0.000627490516669615,"greater","ge","GTF3C5",5741,4339,3243
"ge.PPFIA2",0.000627636428221155,"greater","ge","PPFIA2",5742,4340,3244
"ge.PHYHIPL",0.000627637100015365,"greater","ge","PHYHIPL",5743,4341,3245
"ge.ZBTB40",0.000629676385142634,"greater","ge","ZBTB40",5744,4342,3246
"ge.DNAJB12",0.000630191695515053,"less","ge","DNAJB12",5745,4343,2905
"cn.DLG2",0.000630205534150625,"greater","cn","DLG2",5746,1809,3247
"ge.VN1R1",0.000630590931229706,"greater","ge","VN1R1",5747,4344,3248
"ge.ACTR3B",0.000630599902915494,"greater","ge","ACTR3B",5748,4345,3249
"cn.BPIFB3",0.000630819483796691,"less","cn","BPIFB3",5749,1810,2906
"cn.BPIFB6",0.000630819483796691,"less","cn","BPIFB6",5749,1811,2907
"cn.RTEL1",0.000631330601855491,"less","cn","RTEL1",5750,1812,2908
"cn.TNFRSF6B",0.000631330601855491,"less","cn","TNFRSF6B",5750,1813,2909
"ge.NGF",0.000631346031124638,"less","ge","NGF",5751,4346,2910
"cn.CHD9",0.000631730872774736,"less","cn","CHD9",5752,1814,2911
"cn.ABHD16B",0.000632315569149169,"less","cn","ABHD16B",5753,1815,2912
"cn.TPD52L2",0.000632315569149169,"less","cn","TPD52L2",5753,1816,2913
"cn.CNKSR3",0.000632432934127602,"greater","cn","CNKSR3",5754,1817,3250
"ge.USP43",0.000632789184014238,"less","ge","USP43",5755,4347,2914
"ge.ZBTB16",0.000634521095920732,"greater","ge","ZBTB16",5756,4348,3251
"ge.MAP1LC3B",0.000634750105637844,"less","ge","MAP1LC3B",5757,4349,2915
"ge.BUB1",0.000635886656358408,"greater","ge","BUB1",5758,4350,3252
"ge.SMG7",0.000636020307639145,"greater","ge","SMG7",5759,4351,3253
"cn.ATP10B",0.000636350045674178,"less","cn","ATP10B",5760,1818,2916
"ge.ZNF605",0.000636677179200605,"greater","ge","ZNF605",5761,4352,3254
"ge.TMEM63A",0.000637136465432813,"less","ge","TMEM63A",5762,4353,2917
"ge.TRRAP",0.000637309713334063,"greater","ge","TRRAP",5763,4354,3255
"cn.PSMA7",0.000638128568810525,"less","cn","PSMA7",5764,1819,2918
"cn.SS18L1",0.000638128568810525,"less","cn","SS18L1",5764,1820,2919
"ge.TMEM231",0.000638233464651249,"less","ge","TMEM231",5765,4355,2920
"ge.NOP10",0.000638544663897641,"less","ge","NOP10",5766,4356,2921
"ge.KY",0.000640350308902969,"greater","ge","KY",5767,4357,3256
"ge.APBA1",0.000640713174669625,"greater","ge","APBA1",5768,4358,3257
"cn.ESR1",0.000641973549844697,"greater","cn","ESR1",5769,1821,3258
"cn.PPP1R14C",0.000642868077968548,"greater","cn","PPP1R14C",5770,1822,3259
"ge.TNIP1",0.000643234276982389,"less","ge","TNIP1",5771,4359,2922
"cn.LSM14B",0.000643242476962158,"less","cn","LSM14B",5772,1823,2923
"cn.BPIFB2",0.000643486384021058,"less","cn","BPIFB2",5773,1824,2924
"ge.SLC35B3",0.00064367232878263,"less","ge","SLC35B3",5774,4360,2925
"ge.NDUFC2",0.000644439013417148,"greater","ge","NDUFC2",5775,4361,3260
"ge.CLIC1",0.000644683978073648,"less","ge","CLIC1",5776,4362,2926
"cn.MROH2B",0.00064503205874772,"less","cn","MROH2B",5777,1825,2927
"ge.THRAP3",0.000646917880971132,"greater","ge","THRAP3",5778,4363,3261
"ge.PRG2",0.000647745371654147,"greater","ge","PRG2",5779,4364,3262
"cn.KIF25",0.000648492723565918,"greater","cn","KIF25",5780,1826,3263
"cn.SLC25A2",0.00064885072155531,"less","cn","SLC25A2",5781,1827,2928
"cn.TAF7",0.00064885072155531,"less","cn","TAF7",5781,1828,2929
"cn.C19ORF24",0.000649771616857503,"greater","cn","C19ORF24",5782,1829,3264
"cn.EFNA2",0.000649771616857503,"greater","cn","EFNA2",5782,1830,3265
"ge.SULT1C2",0.000650226117188964,"less","ge","SULT1C2",5783,4365,2930
"ge.AGAP11",0.000651767414574561,"less","ge","AGAP11",5784,4366,2931
"ge.SEC24A",0.000652443759998392,"less","ge","SEC24A",5785,4367,2932
"ge.RASSF1",0.000652939948134694,"greater","ge","RASSF1",5786,4368,3266
"ge.EMC1",0.000654192454153932,"less","ge","EMC1",5787,4369,2933
"ge.HFM1",0.000655186203070298,"greater","ge","HFM1",5788,4370,3267
"cn.MAGEA3",0.000658028576129631,"less","cn","MAGEA3",5789,1831,2934
"ge.PHF23",0.000658306106489287,"less","ge","PHF23",5790,4371,2935
"cn.PTGER4",0.000658390604461413,"less","cn","PTGER4",5791,1832,2936
"cn.TTC33",0.000658390604461413,"less","cn","TTC33",5791,1833,2937
"ge.PUS10",0.000658427532292637,"greater","ge","PUS10",5792,4372,3268
"cn.CDH18",0.000659888534699727,"less","cn","CDH18",5793,1834,2938
"ge.PDLIM2",0.000660578339021522,"less","ge","PDLIM2",5794,4373,2939
"ge.THBD",0.00066284061349741,"less","ge","THBD",5795,4374,2940
"cn.LTN1",0.000662932074291178,"greater","cn","LTN1",5796,1835,3269
"cn.CKS2",0.000663030185999088,"less","cn","CKS2",5797,1836,2941
"cn.TMPRSS11A",0.000663087543171769,"greater","cn","TMPRSS11A",5798,1837,3270
"ge.FAM160A1",0.000663423616250854,"less","ge","FAM160A1",5799,4375,2942
"ge.DBF4",0.000663628717634411,"greater","ge","DBF4",5800,4376,3271
"ge.MBD4",0.000664510977297332,"greater","ge","MBD4",5801,4377,3272
"cn.PCDHB4",0.000665474420961783,"less","cn","PCDHB4",5802,1838,2943
"cn.PCDHGA1",0.000665990370565127,"less","cn","PCDHGA1",5803,1839,2944
"cn.PCDHGA10",0.000665990370565127,"less","cn","PCDHGA10",5803,1840,2945
"cn.PCDHGA11",0.000665990370565127,"less","cn","PCDHGA11",5803,1841,2946
"cn.PCDHGA12",0.000665990370565127,"less","cn","PCDHGA12",5803,1842,2947
"cn.PCDHGA2",0.000665990370565127,"less","cn","PCDHGA2",5803,1843,2948
"cn.PCDHGA3",0.000665990370565127,"less","cn","PCDHGA3",5803,1844,2949
"cn.PCDHGA4",0.000665990370565127,"less","cn","PCDHGA4",5803,1845,2950
"cn.PCDHGA5",0.000665990370565127,"less","cn","PCDHGA5",5803,1846,2951
"cn.PCDHGA6",0.000665990370565127,"less","cn","PCDHGA6",5803,1847,2952
"cn.PCDHGA7",0.000665990370565127,"less","cn","PCDHGA7",5803,1848,2953
"cn.PCDHGA8",0.000665990370565127,"less","cn","PCDHGA8",5803,1849,2954
"cn.PCDHGA9",0.000665990370565127,"less","cn","PCDHGA9",5803,1850,2955
"cn.PCDHGB1",0.000665990370565127,"less","cn","PCDHGB1",5803,1851,2956
"cn.PCDHGB2",0.000665990370565127,"less","cn","PCDHGB2",5803,1852,2957
"cn.PCDHGB3",0.000665990370565127,"less","cn","PCDHGB3",5803,1853,2958
"cn.PCDHGB4",0.000665990370565127,"less","cn","PCDHGB4",5803,1854,2959
"cn.PCDHGB5",0.000665990370565127,"less","cn","PCDHGB5",5803,1855,2960
"cn.PCDHGB6",0.000665990370565127,"less","cn","PCDHGB6",5803,1856,2961
"cn.PCDHGB7",0.000665990370565127,"less","cn","PCDHGB7",5803,1857,2962
"cn.PCDHGB8P",0.000665990370565127,"less","cn","PCDHGB8P",5803,1858,2963
"cn.PCDHA12",0.000666309534906588,"less","cn","PCDHA12",5804,1859,2964
"cn.PCDHA13",0.000666309534906588,"less","cn","PCDHA13",5804,1860,2965
"cn.PCDHAC1",0.000666309534906588,"less","cn","PCDHAC1",5804,1861,2966
"ge.DUSP6",0.000666727958125038,"less","ge","DUSP6",5805,4378,2967
"cn.SRC",0.000667814454190233,"less","cn","SRC",5806,1862,2968
"ge.PRKAR2A",0.000667973215739506,"less","ge","PRKAR2A",5807,4379,2969
"ge.DLGAP3",0.00066841374899181,"greater","ge","DLGAP3",5808,4380,3273
"ge.CEBPG",0.000668428388477601,"greater","ge","CEBPG",5809,4381,3274
"cn.C9",0.00066892511136331,"less","cn","C9",5810,1863,2970
"ge.ZSCAN25",0.00066942289102009,"greater","ge","ZSCAN25",5811,4382,3275
"ge.C14ORF2",0.000670351206177802,"greater","ge","C14ORF2",5812,4383,3276
"cn.ARFGAP1",0.000671489797052577,"less","cn","ARFGAP1",5813,1864,2971
"cn.COL20A1",0.000671489797052577,"less","cn","COL20A1",5813,1865,2972
"ge.MEGF11",0.000671546977996921,"greater","ge","MEGF11",5814,4384,3277
"ge.DSG3",0.000671838135350467,"less","ge","DSG3",5815,4385,2973
"ge.PCGF3",0.000673389119867962,"greater","ge","PCGF3",5816,4386,3278
"ge.ZFAND4",0.000674232370338962,"greater","ge","ZFAND4",5817,4387,3279
"ge.GINS2",0.000674972795776704,"greater","ge","GINS2",5818,4388,3280
"cn.VPS37A",0.000676507702519397,"greater","cn","VPS37A",5819,1866,3281
"ge.LMO1",0.000677074569488938,"greater","ge","LMO1",5820,4389,3282
"cn.BNC2",0.000677344587563167,"greater","cn","BNC2",5821,1867,3283
"ge.SLC17A9",0.000678696760387963,"greater","ge","SLC17A9",5822,4390,3284
"ge.PLCB2",0.00067905527986932,"greater","ge","PLCB2",5823,4391,3285
"ge.EMG1",0.000679430615142388,"less","ge","EMG1",5824,4392,2974
"cn.SCGB3A1",0.000679658109379061,"less","cn","SCGB3A1",5825,1868,2975
"ge.XKR6",0.000681695432757984,"greater","ge","XKR6",5826,4393,3286
"cn.PRDM9",0.000683192664316987,"less","cn","PRDM9",5827,1869,2976
"ge.KCNH7",0.000683365218089344,"greater","ge","KCNH7",5828,4394,3287
"ge.STARD5",0.00068359126813278,"less","ge","STARD5",5829,4395,2977
"ge.DOCK9",0.000684059079059801,"less","ge","DOCK9",5830,4396,2978
"cn.RNF130",0.000684762856019392,"less","cn","RNF130",5831,1870,2979
"ge.POLQ",0.00068597995928172,"greater","ge","POLQ",5832,4397,3288
"ge.UFC1",0.000686096241110638,"greater","ge","UFC1",5833,4398,3289
"cn.LINC00310",0.000686407960562621,"greater","cn","LINC00310",5834,1871,3290
"cn.PDXDC2P",0.000689048422696434,"less","cn","PDXDC2P",5835,1872,2980
"ge.SMOX",0.000689169446452745,"less","ge","SMOX",5836,4399,2981
"ge.OR11A1",0.000689231148048305,"greater","ge","OR11A1",5837,4400,3291
"ge.SCRT1",0.000689357397349755,"greater","ge","SCRT1",5838,4401,3292
"cn.PSD2",0.000690664605192788,"less","cn","PSD2",5839,1873,2982
"cn.KCNE2",0.00069080250012856,"greater","cn","KCNE2",5840,1874,3293
"cn.SMIM11A",0.00069080250012856,"greater","cn","SMIM11A",5840,1875,3294
"ge.EBAG9",0.000690814317936404,"greater","ge","EBAG9",5841,4402,3295
"ge.CTF1",0.000691184388917435,"less","ge","CTF1",5842,4403,2983
"ge.RPS16",0.0006928779808418,"greater","ge","RPS16",5843,4404,3296
"ge.KRTAP4.9",0.000692999213034128,"less","ge","KRTAP4.9",5844,4405,2984
"ge.CPEB3",0.00069421523764211,"greater","ge","CPEB3",5845,4406,3297
"ge.ACBD3",0.000695075365661701,"less","ge","ACBD3",5846,4407,2985
"ge.EFHD2",0.0006968011202907,"less","ge","EFHD2",5847,4408,2986
"ge.CROT",0.000697417530614714,"less","ge","CROT",5848,4409,2987
"ge.TMPRSS4",0.000697809869440888,"less","ge","TMPRSS4",5849,4410,2988
"cn.SNRPD1",0.000698751870052316,"greater","cn","SNRPD1",5850,1876,3298
"cn.CCT8",0.000701598952095836,"greater","cn","CCT8",5851,1877,3299
"cn.MAP3K7CL",0.000701598952095836,"greater","cn","MAP3K7CL",5851,1878,3300
"cn.USP16",0.000701598952095836,"greater","cn","USP16",5851,1879,3301
"ge.PRRC1",0.000701828519982937,"less","ge","PRRC1",5852,4411,2989
"cn.WWP2",0.000702671182568034,"less","cn","WWP2",5853,1880,2990
"ge.OTUD6B",0.000703264852002815,"greater","ge","OTUD6B",5854,4412,3302
"cn.MAGEA10",0.000704218230116102,"less","cn","MAGEA10",5855,1881,2991
"ge.TXNDC12",0.000704573371647167,"less","ge","TXNDC12",5856,4413,2992
"ge.SMTNL1",0.000705373065755274,"greater","ge","SMTNL1",5857,4414,3303
"ge.PCGF2",0.000705505826584664,"less","ge","PCGF2",5858,4415,2993
"cn.PCDHB1",0.000705974689384891,"less","cn","PCDHB1",5859,1882,2994
"cn.PCDHB2",0.000705974689384891,"less","cn","PCDHB2",5859,1883,2995
"cn.PCDHB3",0.000705974689384891,"less","cn","PCDHB3",5859,1884,2996
"cn.MIR140",0.000707343117031448,"less","cn","MIR140",5860,1885,2997
"cn.GFPT2",0.000708370228459302,"less","cn","GFPT2",5861,1886,2998
"cn.TAF4",0.00070923434814175,"less","cn","TAF4",5862,1887,2999
"cn.ZFP62",0.000711451002817669,"less","cn","ZFP62",5863,1888,3000
"ge.APAF1",0.000711471113754872,"greater","ge","APAF1",5864,4416,3304
"ge.HUS1",0.000711576909334765,"less","ge","HUS1",5865,4417,3001
"ge.AP3M2",0.000711841827293652,"greater","ge","AP3M2",5866,4418,3305
"cn.GADD45G",0.000713395251602685,"less","cn","GADD45G",5867,1889,3002
"ge.PCSK1",0.000714376123187431,"greater","ge","PCSK1",5868,4419,3306
"ge.EIF2AK4",0.000715374873431615,"less","ge","EIF2AK4",5869,4420,3003
"cn.MMP9",0.000715703782511622,"less","cn","MMP9",5870,1890,3004
"ge.WASF1",0.00071573957183159,"greater","ge","WASF1",5871,4421,3307
"ge.VILL",0.000716112103642038,"greater","ge","VILL",5872,4422,3308
"ge.RAB12",0.000716522901649073,"less","ge","RAB12",5873,4423,3005
"ge.DCP1A",0.000716900270450311,"greater","ge","DCP1A",5874,4424,3309
"cn.CARD6",0.000717242162020454,"less","cn","CARD6",5875,1891,3006
"ge.FAM229A",0.000718071034793964,"greater","ge","FAM229A",5876,4425,3310
"cn.PLA2G15",0.000719044527876115,"less","cn","PLA2G15",5877,1892,3007
"ge.PAK1",0.0007193702124974,"greater","ge","PAK1",5878,4426,3311
"ge.HIST1H4F",0.000722829478820853,"greater","ge","HIST1H4F",5879,4427,3312
"ge.ANAPC7",0.000723180027677995,"greater","ge","ANAPC7",5880,4428,3313
"cn.PRKAA1",0.000723380239973408,"less","cn","PRKAA1",5881,1893,3008
"cn.RPL37",0.000723380239973408,"less","cn","RPL37",5881,1894,3009
"cn.SNORD72",0.000723380239973408,"less","cn","SNORD72",5881,1895,3010
"ge.ELP6",0.000723754343696386,"greater","ge","ELP6",5882,4429,3314
"ge.ALDH6A1",0.000725063829469726,"greater","ge","ALDH6A1",5883,4430,3315
"cn.SSX6",0.000725172605069642,"greater","cn","SSX6",5884,1896,3316
"cn.JUNB",0.000725509895901599,"greater","cn","JUNB",5885,1897,3317
"cn.PRDX2",0.000725509895901599,"greater","cn","PRDX2",5885,1898,3318
"cn.RNASEH2A",0.000725509895901599,"greater","cn","RNASEH2A",5885,1899,3319
"cn.RTBDN",0.000725509895901599,"greater","cn","RTBDN",5885,1900,3320
"cn.FOXD4",0.000726108670611014,"greater","cn","FOXD4",5886,1901,3321
"ge.LINC00710",0.000726535962949955,"greater","ge","LINC00710",5887,4431,3322
"ge.LIG3",0.000727819467330572,"greater","ge","LIG3",5888,4432,3323
"ge.FAT2",0.000729340737254694,"less","ge","FAT2",5889,4433,3011
"cn.BTG3",0.000729491759251231,"greater","cn","BTG3",5890,1902,3324
"ge.LYPLA1",0.000729702385319709,"greater","ge","LYPLA1",5891,4434,3325
"ge.SOAT1",0.00073147742547989,"less","ge","SOAT1",5892,4435,3012
"ge.NFAM1",0.000731891323902923,"greater","ge","NFAM1",5893,4436,3326
"ge.RAPGEF4.AS1",0.000732765009703469,"greater","ge","RAPGEF4.AS1",5894,4437,3327
"ge.DMRTC2",0.00073285134242643,"greater","ge","DMRTC2",5895,4438,3328
"ge.ZNF232",0.000733267832273105,"greater","ge","ZNF232",5896,4439,3329
"cn.HNF4A",0.000733858130443177,"less","cn","HNF4A",5897,1903,3013
"ge.NOTCH4",0.000734328968786148,"greater","ge","NOTCH4",5898,4440,3330
"ge.ST6GAL1",0.000735905072539801,"greater","ge","ST6GAL1",5899,4441,3331
"ge.RNF11",0.000737092294703315,"less","ge","RNF11",5900,4442,3014
"ge.THTPA",0.000737617945400446,"greater","ge","THTPA",5901,4443,3332
"cn.DAB2",0.000737798035373322,"less","cn","DAB2",5902,1904,3015
"ge.PLA2R1",0.000737849548502822,"less","ge","PLA2R1",5903,4444,3016
"cn.SUN5",0.000738059562581596,"less","cn","SUN5",5904,1905,3017
"ge.C14ORF79",0.000738150108579757,"less","ge","C14ORF79",5905,4445,3018
"ge.DUOX1",0.000741202274190247,"less","ge","DUOX1",5906,4446,3019
"ge.NKAIN2",0.000742829866289898,"greater","ge","NKAIN2",5907,4447,3333
"ge.KALRN",0.000743420590432843,"greater","ge","KALRN",5908,4448,3334
"cn.SLC6A18",0.000743832324900514,"less","cn","SLC6A18",5909,1906,3020
"ge.GLB1",0.000744249584608391,"less","ge","GLB1",5910,4449,3021
"cn.CHTF8",0.000744965342324953,"less","cn","CHTF8",5911,1907,3022
"cn.HAS3",0.000744965342324953,"less","cn","HAS3",5911,1908,3023
"cn.ZNF335",0.000745899499231639,"less","cn","ZNF335",5912,1909,3024
"cn.SEMA4D",0.000746373691290321,"less","cn","SEMA4D",5913,1910,3025
"cn.SLC1A3",0.0007476287580726,"less","cn","SLC1A3",5914,1911,3026
"ge.TYROBP",0.0007480928751382,"greater","ge","TYROBP",5915,4450,3335
"ge.ELAVL3",0.000751626622020112,"greater","ge","ELAVL3",5916,4451,3336
"cn.ADAMTSL5",0.000751714248458754,"greater","cn","ADAMTSL5",5917,1912,3337
"cn.APC2",0.000751714248458754,"greater","cn","APC2",5917,1913,3338
"cn.C19ORF25",0.000751714248458754,"greater","cn","C19ORF25",5917,1914,3339
"cn.PCSK4",0.000751714248458754,"greater","cn","PCSK4",5917,1915,3340
"cn.REEP6",0.000751714248458754,"greater","cn","REEP6",5917,1916,3341
"ge.ACTRT3",0.000751789189358009,"less","ge","ACTRT3",5918,4452,3027
"cn.PPP1R16B",0.00075258863214661,"less","cn","PPP1R16B",5919,1917,3028
"ge.NKX3.1",0.000753238970639664,"less","ge","NKX3.1",5920,4453,3029
"ge.SLC27A1",0.000753405858758264,"less","ge","SLC27A1",5921,4454,3030
"cn.PCDHB14",0.00075472658315512,"less","cn","PCDHB14",5922,1918,3031
"cn.PCDHB15",0.00075472658315512,"less","cn","PCDHB15",5922,1919,3032
"cn.PCDHB18P",0.00075472658315512,"less","cn","PCDHB18P",5922,1920,3033
"cn.PCDHB19P",0.00075472658315512,"less","cn","PCDHB19P",5922,1921,3034
"ge.NFIB",0.000755627663347367,"less","ge","NFIB",5923,4455,3035
"cn.CXCL8",0.00075565822568224,"greater","cn","CXCL8",5924,1922,3342
"ge.RAB3IP",0.000756138141779921,"greater","ge","RAB3IP",5925,4456,3343
"cn.TOX2",0.000756372227849384,"less","cn","TOX2",5926,1923,3036
"ge.HADHB",0.000756852279773661,"less","ge","HADHB",5927,4457,3037
"ge.GRSF1",0.000758033214834829,"greater","ge","GRSF1",5928,4458,3344
"ge.IVNS1ABP",0.000759233283513273,"greater","ge","IVNS1ABP",5929,4459,3345
"ge.TRMT10A",0.000760056224151588,"greater","ge","TRMT10A",5930,4460,3346
"cn.KDM3B",0.000760483454377532,"less","cn","KDM3B",5931,1924,3038
"ge.C9ORF72",0.000760957500136012,"greater","ge","C9ORF72",5932,4461,3347
"ge.RNF145",0.000761492846973385,"less","ge","RNF145",5933,4462,3039
"cn.STMN3",0.000761606941769119,"less","cn","STMN3",5934,1925,3040
"ge.GPATCH2L",0.00076167352425336,"greater","ge","GPATCH2L",5935,4463,3348
"ge.LACTB2",0.000764409749099982,"less","ge","LACTB2",5936,4464,3041
"cn.PCDHB10",0.000764864130698321,"less","cn","PCDHB10",5937,1926,3042
"cn.PCDHB11",0.000764864130698321,"less","cn","PCDHB11",5937,1927,3043
"cn.PCDHB12",0.000764864130698321,"less","cn","PCDHB12",5937,1928,3044
"cn.PCDHB13",0.000764864130698321,"less","cn","PCDHB13",5937,1929,3045
"cn.PCDHB16",0.000764864130698321,"less","cn","PCDHB16",5937,1930,3046
"cn.PCDHB7",0.000764864130698321,"less","cn","PCDHB7",5937,1931,3047
"cn.PCDHB8",0.000764864130698321,"less","cn","PCDHB8",5937,1932,3048
"cn.PCDHB9",0.000764864130698321,"less","cn","PCDHB9",5937,1933,3049
"ge.DOCK7",0.000764979498428506,"less","ge","DOCK7",5938,4465,3050
"cn.LIME1",0.00076651068778308,"less","cn","LIME1",5939,1934,3051
"cn.SLC2A4RG",0.00076651068778308,"less","cn","SLC2A4RG",5939,1935,3052
"cn.ZGPAT",0.00076651068778308,"less","cn","ZGPAT",5939,1936,3053
"ge.KLKB1",0.00076774082932401,"greater","ge","KLKB1",5940,4466,3349
"ge.CPSF1",0.000767834284396198,"greater","ge","CPSF1",5941,4467,3350
"ge.ABCC8",0.000768364376491134,"greater","ge","ABCC8",5942,4468,3351
"cn.MRPL21",0.000768675690147179,"less","cn","MRPL21",5943,1937,3054
"cn.TPPP3",0.000769126132547938,"less","cn","TPPP3",5944,1938,3055
"cn.MIR105.1",0.000769493565815917,"less","cn","MIR105.1",5945,1939,3056
"cn.MIR105.2",0.000769493565815917,"less","cn","MIR105.2",5945,1940,3057
"cn.MIR767",0.000769493565815917,"less","cn","MIR767",5945,1941,3058
"cn.DAZAP1",0.000769616281771968,"greater","cn","DAZAP1",5946,1942,3352
"cn.RPS15",0.000769616281771968,"greater","cn","RPS15",5946,1943,3353
"ge.STMN3",0.000770324000690157,"greater","ge","STMN3",5947,4469,3354
"cn.NFATC3",0.000770829783177731,"less","cn","NFATC3",5948,1944,3059
"cn.TBC1D9B",0.00077100996830204,"less","cn","TBC1D9B",5949,1945,3060
"cn.MIR340",0.000771175370992929,"less","cn","MIR340",5950,1946,3061
"ge.NEIL3",0.00077181581609269,"greater","ge","NEIL3",5951,4470,3355
"ge.HPCAL1",0.000772149826900411,"less","ge","HPCAL1",5952,4471,3062
"ge.ZNF554",0.000773718746762918,"greater","ge","ZNF554",5953,4472,3356
